,Hotel_Name,Review,Rating,User_Location,Helpful_Votes,Number_Of_Rooms,Review_Title,Trip_Type,Ranking,Price_Range,Contributions,Low_Price_Room,High_Price_Room,B&B_Ranking,Hotel_Ranking,Spec_Lodge_Ranking
357,Hotel_La_Comtesse-Paris_Ile_de_France,"Nice little hotel, very clean, nice location, great view. Personnel on the restaurant not very friendly and with poor service attitude. By the third day we had to ask to get additional soap bars, shampoo and stuff; don't get why they don't leave additional straight up.",4.0,,None,40,Great price-benefit hotel in great location,,"['#207 of 1,868 hotels in Paris']",['US$181 - US$522 (Based on Average Rates for a Standard Room) '],1,181,522,0,207,0
358,Hotel_La_Comtesse-Paris_Ile_de_France,We stayed here for our honeymoon and I couldn't have been better! Lovely view of the eiffle tower from our room. The rooms were very nice and the staff very friendly and helpful. The hotel is also in a great location and walking distance to a bunch of restaurants and attractions.,5.0,,None,40,Honeymoon hotel,Trip type: Travelled as a couple,"['#207 of 1,868 hotels in Paris']",['US$181 - US$522 (Based on Average Rates for a Standard Room) '],1,181,522,0,207,0
359,Hotel_La_Comtesse-Paris_Ile_de_France,"We celebrated our anniversary here and chose the hotel for it’s front views of the Eiffel Tower, being away from the crowded tourist areas and it’s walking distance vicinity to most attractions.  We would like to acknowledge Jean Michele and Firooz at the reception for always being attentive and Corte out to our needs. We had a great time in Paris and enjoyed our stay in La Comtesse.  This review would have been a 5 circle review except that I found the color scheme for the hallways and room carpeting too dark and disinviting and does not reflect an open or warm environment. The hallway color and doors are all a very dark brown and carpeting is very dark as well. We travel to Europe extensively and most hotels have warm color schemes and laminated wood floors or tiles with small",4.0,"Irvine, California",62,40,"Great Location, BEST Eiffel Tower view",Trip type: Travelled as a couple,"['#207 of 1,868 hotels in Paris']",['US$181 - US$522 (Based on Average Rates for a Standard Room) '],91,181,522,0,207,0
360,Le_10_Bis_Hotel-Paris_Ile_de_France,"Very well located, near the Palais des congrès and 12 minutes from the Champs Elysee (walking distance) , very close metro and bus. Rooms are nice, well equipped, standard size for parisian hotels. Breakfast is good, but could be improved with more choices (it's a 4 stars hotel, that's the reason I put 4 and not 5 stars). The staff is very welcoming and helpful.",4.0,,58,23,Very nice hotel,Trip type: Travelled on business,"['#45 of 1,868 hotels in Paris']",['US$151 - US$373 (Based on Average Rates for a Standard Room) '],105,151,373,0,45,0
361,Le_10_Bis_Hotel-Paris_Ile_de_France,"We stayed at Le 10 Bis Hotel for our first visit to Paris, and it was lovely. We were upgraded when we first arrived, and was served complimentary breakfast in the room which was such a luxury. The staff was extremely friendly and attentive, the service was 10/10. Further the hotel was clean, smelled nice and had a lovely vibe. Both me and my partner really enjoyed the interior.   The hotels location is very much recommended. A short walk from the Arc de Triomphe and Champs-Élysées. Neighbourhood felt safe and had multiple cafes, restaurants, bakeries and supermarkets very close by. Absolutely doable to walk to the Louvre Museum and the Eiffel tower as well.   The room (Prestige) was spacious for Paris, had a gorgeous balcony and comfortable bed and interior. Everything was",5.0,,1,23,"Very hotel, good value for money",,"['#45 of 1,868 hotels in Paris']",['US$151 - US$373 (Based on Average Rates for a Standard Room) '],1,151,373,0,45,0
362,Le_10_Bis_Hotel-Paris_Ile_de_France,My wife and I had a quick stop in Paris on the way back to USA. This was our first time in Paris. The hotel and all its staff is outstanding!  They were very friendly and accommodating to our needs. We highly recommend Le 10 Bis!  With all our travels this hotel is one of our favorites.  We will return again.,5.0,"Oxford, Mississippi",1,23,Le 10 Bis - fantastic!,Trip type: Travelled as a couple,"['#45 of 1,868 hotels in Paris']",['US$151 - US$373 (Based on Average Rates for a Standard Room) '],1,151,373,0,45,0
363,Le_10_Bis_Hotel-Paris_Ile_de_France,"Hotel is great. Very good location in the heart of Paris. close to transportation. Rooms are clean and beds very confortable. The staff makes your stay even better. J.M, The Director, Sarah, Alecia, thanks for all ! I will be back.  Hotel highly recommended.   Rhazack G.M",5.0,,1,23,Very nice stay !,Trip type: Travelled on business,"['#45 of 1,868 hotels in Paris']",['US$151 - US$373 (Based on Average Rates for a Standard Room) '],1,151,373,0,45,0
364,Le_10_Bis_Hotel-Paris_Ile_de_France,"Following a very disrupted day of travel comprising of re-routed ferries and missed trains, I booked this hotel as part of my new travel plans.  I arrived at 10 pm only to find that I had booked for June in error. The team found me another hotel as they were full. The hotel was clean and smart and the staff were really friendly and accommodating. I will definitely go back to staff when I come to Paris again.",5.0,"Jersey, United Kingdom",45,23,Very helpful team,Trip type: Travelled as a couple,"['#45 of 1,868 hotels in Paris']",['US$151 - US$373 (Based on Average Rates for a Standard Room) '],54,151,373,0,45,0
365,Le_1er_Etage_Marais-Paris_Ile_de_France,"This is a charming place very close to rue Rivoli and La Marais. Nice rooms and the owners are quite helpful. The one caveat I'd make is that this is basically an apartment that was converted to a ""hotel"" - each room is quiet and private but still some amenities of a hotel are missing such as 24-hour reception (the owners are available through SMS/phone though) or publicly-available restrooms.",4.0,"Tel Aviv, Israel",50,5,"Great location, cozy rooms but the concept is a little unusual",,['#9 of 152 B&Bs / Inns in Paris'],['US$200 - US$275 (Based on Average Rates for a Standard Room) '],109,200,275,9,0,0
366,Le_1er_Etage_Marais-Paris_Ile_de_France,"Location was perfect, easy to walk to many places. Spacious room, great service level, super clean and tidy, cozy atmosphere. I really enjoyed my stay, I could go another time as well. I have nothing negative to say about. I recommend.",5.0,,None,5,One of the best hotels I have stayed.,Trip type: Travelled on business,['#9 of 152 B&Bs / Inns in Paris'],['US$200 - US$275 (Based on Average Rates for a Standard Room) '],1,200,275,9,0,0
367,Le_1er_Etage_Marais-Paris_Ile_de_France,"Le 1er Etage in Marais is a lovely small hotel in central Paris in a very stylish area.  The service is exceptional, the rooms are roomy, stylish, decorated with beautiful details and treasures sourced from the famous antique flea markets,  and most importantly quiet and  away from the hussle and bussle of the traffic and crowds.   The breakfast is fabulous, and the service is authentic and friendly.  I will definitely come back.",5.0,,None,5,A Parisian oasis,,['#9 of 152 B&Bs / Inns in Paris'],['US$200 - US$275 (Based on Average Rates for a Standard Room) '],1,200,275,9,0,0
368,Le_1er_Etage_Marais-Paris_Ile_de_France,"fabulous hotel! Great location, comfortable and cozy room, great breakfast. Pleasant atmosphere and courteous service. A delicious breakfast and free self-service coffee during the day. We really enjoyed our stay at the hotel. Highly recommended hotel.",5.0,,None,5,Excellent hotel!,,['#9 of 152 B&Bs / Inns in Paris'],['US$200 - US$275 (Based on Average Rates for a Standard Room) '],1,200,275,9,0,0
369,Le_1er_Etage_Marais-Paris_Ile_de_France,"The hotel is made of 5 rooms and a living room in an apartment building in the heart of Le Marais. The rooms are comfy (big in Paris standards), well equipped and with chic design. The service is excellent with a great breakfast to top it off. All in all really happy with the hotel and highly recommend!",5.0,"Tel Aviv, Israel",1,5,Great hotel with excellent service in central location,Trip type: Travelled on business,['#9 of 152 B&Bs / Inns in Paris'],['US$200 - US$275 (Based on Average Rates for a Standard Room) '],4,200,275,9,0,0
370,Hotel_De_Neuve_Le_Marais_by_HappyCulture_Collection-Paris_Ile_de_France,"Me and my boyfriend had the best time at Hotel de Neuve despite de pandemic. Upon arrival we were well received by the hospitable and attentive staff. The staff made sure we were well accomodated. Besides the excellent staff, the rooms are beautiful, warm and sparkling clean with comfortable beds. Definetely recommending this place!",5.0,,None,21,Happy New Year,Trip type: Travelled as a couple,"['#471 of 1,868 hotels in Paris']",['US$112 - US$334 (Based on Average Rates for a Standard Room) '],1,112,334,0,471,0
371,Hotel_De_Neuve_Le_Marais_by_HappyCulture_Collection-Paris_Ile_de_France,"I had a business trip and chose this hotel since it is located in my favorite neighborhood in Paris (Le Marais). The room was a bit small (as expected in Paris) but clean, comfortable and well-decorated. The fresh croissants in the morning were also a nice touch. I was also reassured by the hotel's attention to COVID protocols: the receptionist was behind a plexi glass, wore a mask and sanitized the credit card machine when handing me the credit card machine during check-in. I  would definitely stay here again.",5.0,,None,21,Cute hotel in a great neighborhood!,Trip type: Travelled on business,"['#471 of 1,868 hotels in Paris']",['US$112 - US$334 (Based on Average Rates for a Standard Room) '],1,112,334,0,471,0
372,Hotel_De_Neuve_Le_Marais_by_HappyCulture_Collection-Paris_Ile_de_France,"Here's your hotel! It is located on a quiet side street just steps away from the lively rue St. Antoine and a Metro stop and within walking distance to Notre Dame. You can get anywhere easily from this home base. The small reception area includes a lounge that at max seats about 12 people where breakfast and later refreshments are available. The elevator holds two people and two bags. No doubt about it, this place is small, but doesn't skimp on comfort. Our room was clean, with a firm mattress and was nicely appointed with modern fixtures and color scheme. The flat-screen TV offered a mix of French and English-language stations. The staff all are very, very friendly and accommodating. If you intend to tour Paris and want a clean and comfortable place to lay your head at the end",5.0,"Buffalo, New York",29,21,"Location, location, location",,"['#471 of 1,868 hotels in Paris']",['US$112 - US$334 (Based on Average Rates for a Standard Room) '],11,112,334,0,471,0
373,Hotel_De_Neuve_Le_Marais_by_HappyCulture_Collection-Paris_Ile_de_France,"We had the occasion to stay at this property recently and really enjoyed our stay. Our room was tidied daily and we had no issues with cleanliness. We noted areas of deferred maintenance (edges of some of the furniture worn away, some damage to the wall/floor from what appeared to be a prior plumbing leak) but these were minor. We enjoyed that coffee and treats were set out each day but wished there was some variety in what was offered. The same packaged Madeleines were set out along with a bowl of chocolates, and when they were gone it appeared they were not refilled. The desk personnel were courteous whenever we encountered them, though our interactions were minimal.  We will definitely return to Paris and would consider staying at this property again, if the rate was",4.0,,14,21,Delightful stay,,"['#471 of 1,868 hotels in Paris']",['US$112 - US$334 (Based on Average Rates for a Standard Room) '],17,112,334,0,471,0
374,Hotel_De_Neuve_Le_Marais_by_HappyCulture_Collection-Paris_Ile_de_France,Very nice and simple rooms.  The staff was great helping us find restaurants in the area and was more then happy to help us set up transportation.  The hotel is right near a main subway line that made it easy to get to the big tourist sights.  The hotel is also an easy walk to Notre Dame and San Chapelle.,4.0,"Austin, Texas",27,21,"Simple Rooms, Great Location",Trip type: Travelled with family,"['#471 of 1,868 hotels in Paris']",['US$112 - US$334 (Based on Average Rates for a Standard Room) '],49,112,334,0,471,0
375,Hotel_Lorette_Astotel-Paris_Ile_de_France,"Pleasant stay in Paris with friendly and attentive staff on a well located area with plenty of very good restaurants, shops and cafes. We couldn't try the breakfast, but the available snacks and drinks at the lobby was a surprise. Rooms are nice and clean but could see some improvement on its facilities.",3.0,"Nuremberg, Germany",None,84,Pleasant well located hotel!,,"['#136 of 1,868 hotels in Paris']",['US$109 - US$216 (Based on Average Rates for a Standard Room) '],1,109,216,0,136,0
376,Hotel_Lorette_Astotel-Paris_Ile_de_France,Great reception upon arrival by Joshua .. after a long train trip from Lourdes . He arranged for my ride to the airport …all of the concierge staff were absolutely marvelous and kind ..  big rooms more spacious than usual hotel. Love the walking distance to the high end shopping mall   Has a cafe “10 steps from the hotel “.  The snacks are substantive and are delicious   While there are drinks etc … I suggest to have small bottles to take …  Wonderful and great staff …,5.0,"Roissy-en-France, France",1,84,"Restful, comfortable, and fabulous!!!",Trip type: Travelled solo,"['#136 of 1,868 hotels in Paris']",['US$109 - US$216 (Based on Average Rates for a Standard Room) '],1,109,216,0,136,0
377,Hotel_Lorette_Astotel-Paris_Ile_de_France,"I wasn’t expecting much when I booked but it was a wonderful surprise. The location was fantastic, wondrful neighborhood with a park across the street, an outdoor market on Saturdays, close to the metro, cafes. The room had air conditioning!! and was very clean and had a wonderful parquet style wood floor rather than dated and worn carpet. One of the best features they offer that even much more expensive hotels dont is s fridge with free drinks in your room as well as coffee and tea with real cups not paper as they do in the US. The lobby was wonderful with snacks and drinks for free and they had a nice little outdoor courtyard you could sit in. The staff wad very friendly and helpful though I did have a glitch with a grumpy one in the morning of my departure but overall it was",4.0,,None,84,Great surprise!,Trip type: Travelled solo,"['#136 of 1,868 hotels in Paris']",['US$109 - US$216 (Based on Average Rates for a Standard Room) '],2,109,216,0,136,0
378,Hotel_Lorette_Astotel-Paris_Ile_de_France,"Hands down, the best hotel we had the pleasure to stay at, and made our visit to Paris that much more enjoyable.  Everything from the amazing staff, room, breakfast & lounge area, to the quiet, central location.  A variety of great restaurants, shops, markets & pharmacies around the hotel.  There was even a laundromat up the street, which is a big help when traveling with kids!  I was most impressed with the impeccable customer service.  Lucille had arranged our room to be available prior to normal check in time, of which my daughters & I were so grateful for due our major jet lag.  Loved the night manager, Emilio, and the rest of the staff helped us with the best recommendations.  We cannot wait to come back!",5.0,,None,84,Family Vacation,,"['#136 of 1,868 hotels in Paris']",['US$109 - US$216 (Based on Average Rates for a Standard Room) '],1,109,216,0,136,0
379,Hotel_Lorette_Astotel-Paris_Ile_de_France,"Perfect location (Montmartre I love u), delicious breakfast, unexpectedly free coffee & snacks in the afternoon (the chocolate pie is yummy), fridge with free refreshments, helpful staff, smooth WiFi, metro station in 50 metres, what else could you wish?",5.0,,2,84,Awesome,Trip type: Travelled as a couple,"['#136 of 1,868 hotels in Paris']",['US$109 - US$216 (Based on Average Rates for a Standard Room) '],1,109,216,0,136,0
380,Le_Relais_Montmartre-Paris_Ile_de_France,Decent hotel. Good location. But overpriced and bare bones amenities. Would stay again provided there is a price reduction and more bathroom toiletries included. Staff mostly friendly with exception of one young man.,3.0,,1,26,Le Relais Montmartre,,"['#113 of 1,868 hotels in Paris']",['US$114 - US$238 (Based on Average Rates for a Standard Room) '],1,114,238,0,113,0
381,Le_Relais_Montmartre-Paris_Ile_de_France,"Beautifully decorated and clean room. The interiors have been put together to really cater to those American fantasies of what Paris must be like - with striped wallpaper, thick carpets and curtains and low-key classically designed furniture. It didn't really feel like a hotel, more like your rich Parisian aunt's spare room.  The rooms are not huge (especially if there are two of you) but that is typical for Paris and certainly very good for the price (it's expensive here!). Above and beyond value for money, I would suggest, in comparison to other Parisian hotels.   The staff were very friendly and kind and the hotel has a boutique, family-run-but professional vibe. Nobody is in your face but they are here to help if you need them. I suspect the place is bigger than it really",5.0,Germany,75,26,"Chic, friendly, and very much in line with your fantasies about Paris",,"['#113 of 1,868 hotels in Paris']",['US$114 - US$238 (Based on Average Rates for a Standard Room) '],52,114,238,0,113,0
382,Le_Relais_Montmartre-Paris_Ile_de_France,"Absolutely great hotel in a fabulous location in Montmartre. Super easy to get around, helpful and obliging staff and charming decor. Based on the photos on the website I was a little anxious that the classic rooms would be very small, but they were far larger than anticipated and there was more than enough room for two and our luggage. Many thanks!",5.0,,1,26,"Great Value, Beautiful Hotel",Trip type: Travelled with family,"['#113 of 1,868 hotels in Paris']",['US$114 - US$238 (Based on Average Rates for a Standard Room) '],1,114,238,0,113,0
383,Le_Relais_Montmartre-Paris_Ile_de_France,This was a lovely boutique hotel situated in the heart of Montmartre village with beautiful decor. Staff were were friendly and helpful. Our room was perfect - and very quiet as we overlooked the courtyard. We would definitely come back and stay again.,5.0,"Halifax, United Kingdom",1,26,Lovely boutique hotel in perfect position,,"['#113 of 1,868 hotels in Paris']",['US$114 - US$238 (Based on Average Rates for a Standard Room) '],1,114,238,0,113,0
384,Le_Relais_Montmartre-Paris_Ile_de_France,"A really nice hotel, clean rooms, beds are great, friendly staff. The location is perfect, a lot of restaurants nearby. We didn't have breakfast at the hotel but we went to a breakfastrestaurant around the corner.",5.0,,1,26,Nice hotel at perfect location,Trip type: Travelled as a couple,"['#113 of 1,868 hotels in Paris']",['US$114 - US$238 (Based on Average Rates for a Standard Room) '],1,114,238,0,113,0
385,Hotel_Tourisme_Avenue-Paris_Ile_de_France,We received excellent service here.  The only caveat is the same as for most hotels in Paris:  There is no parking.  The staff were very helpful.  The room was extremely clean and comfortable.  Breakfast was typical and convenient.  A short walk to the Tower.  A metro stop is in front of the hotel.,5.0,"Hixson, Tennessee",2,55,Excellent Service,,"['#233 of 1,868 hotels in Paris']",['US$130 - US$285 (Based on Average Rates for a Standard Room) '],5,130,285,0,233,0
386,Hotel_Tourisme_Avenue-Paris_Ile_de_France,"The hotel was easy access to public transportation, friendly staff & clean. It was ideal for a business trip as there are numerous locations for food or drinks and it is a convenient location to walk. The hotel rooms are nice and the beds comfortable.  For the English speakers the TV even has some English channels available;)",5.0,"Leicester, United Kingdom",1,55,Great Find in an easy to find location,Trip type: Travelled on business,"['#233 of 1,868 hotels in Paris']",['US$130 - US$285 (Based on Average Rates for a Standard Room) '],9,130,285,0,233,0
387,Hotel_Tourisme_Avenue-Paris_Ile_de_France,we had a good quiet and fully adequatly equiped and clean. The room was good air-conditioned  and the reception people gave great  service and were very nice and helpfull. the hotel is in the vicinity of nice restaurants and of course the Eifel Tower.Also the Seine and its nice walking opportunities are close The hotel serves breakfast which we didn't enjoy because we appreciate the coffee of StarBucks which is their direct neighbour,5.0,,None,55,visit old friends,,"['#233 of 1,868 hotels in Paris']",['US$130 - US$285 (Based on Average Rates for a Standard Room) '],1,130,285,0,233,0
388,Hotel_Tourisme_Avenue-Paris_Ile_de_France,"The staff in the hotel were very friendly and helpful for advice.  The hotel was very clean and modern.  Our Junior suite was so much better than expected from the online photos. The bed and pillows felt very luxurious, my son, partner and I all had a great sleep.  The location was great and central. It was around €8 in a taxi to the Eiffel Tower and tourist attractions.  I would highly recommend this hotel and I would definitely choose this hotel again.",5.0,"Edinburgh, United Kingdom",1,55,Excellent,,"['#233 of 1,868 hotels in Paris']",['US$130 - US$285 (Based on Average Rates for a Standard Room) '],1,130,285,0,233,0
389,Hotel_Tourisme_Avenue-Paris_Ile_de_France,"This is a nice medium sized hotel.  It is located very close to a metro on three lines, fifteen minutes south west of the Eiffel Tower, and in an area with a lot of cafes, bars and small restaurants.  Les Invalides was about 20 minutes on foot, and arc de triomphe, louvre and more are all within an hour walk.  But as said, the Metro offers lots of options.  Equally important, it was just one change on the train from CDG for 10 euros.  It has a nice entrance, just as well as the receptionist took an age on the phone.  but the room was nice, decent size with excellent aircon.  A shame many of the TV channels were not able to pick up a signal, including the BBC news.  I don't really watch TV but it's nice to have some noise.  Breakfast was decent, with ham, cheese, pastries and",5.0,"Bilston, United Kingdom",160,55,Very pleasant,,"['#233 of 1,868 hotels in Paris']",['US$130 - US$285 (Based on Average Rates for a Standard Room) '],575,130,285,0,233,0
390,Hotel_Felicien_by_Elegancia-Paris_Ile_de_France,"I stayed in the Felicien hotel in Paris for the first time and I had to say I’ve been really surprised ! The spa is amazing, and private for a whole hour which make it such a nice experience. The room was really nice with a fancy style, the whole hotel is very nicely decorated. I took an hour of relaxing massage too which is good after a long day at work. Thanks to this amazing team who guide me to every step of my stay !",5.0,,1,34,Amazing stay !,Trip type: Travelled on business,"['#523 of 1,868 hotels in Paris']",['US$145 - US$365 (Based on Average Rates for a Standard Room) '],1,145,365,0,523,0
391,Hotel_Felicien_by_Elegancia-Paris_Ile_de_France,"Had a one night stay here on a business trip to Paris. A very impressive chic hotel with decor to match. Very comfortable room (102) with street view. Hotel is spotless. For Paris the room size was a pleasant surprise, large double bed & plenty of room. Excellent shower that blows you away or wakes you up as needed! Very well appointed bedroom, with complimentary water, a chiller in wardrobe & allthe facilities you will need. Breakfast provided a very good range of continental offerings along with some hot food selections. Staff were very friendly, polite & helpful. The hotel has a small bar & a lrager area to relax in. It is an 'honesty' bar. One helps themselves & then complete a form as to what drinks are taken. This is then added to your bill. While I appreciate it is out of",5.0,"London, United Kingdom",149,34,Great find in a pleasant suburb of Paris,Trip type: Travelled on business,"['#523 of 1,868 hotels in Paris']",['US$145 - US$365 (Based on Average Rates for a Standard Room) '],364,145,365,0,523,0
392,Hotel_Felicien_by_Elegancia-Paris_Ile_de_France,"My husband and I had a 3 nights stay at the Hotel Felicien in France. The hotel is nicely tucked in a very beautiful residential area. Nice continental breakfast in the morning. Clean hotel. Some of the decorations were a bit loud but was fixed with a room change. The manager, Paula was absolutely amazing. Very helpful to get around France for a non-speaker and taught me a bit of french too.",5.0,"London, United Kingdom",38,34,Very nice boutique hotel,,"['#523 of 1,868 hotels in Paris']",['US$145 - US$365 (Based on Average Rates for a Standard Room) '],21,145,365,0,523,0
393,Hotel_Felicien_by_Elegancia-Paris_Ile_de_France,"We stayed here for a birthday weekend treat during a 3 week stay in Paris and booked the 2 story penthouse with the private roof deck and jacuzzi. It’s a hidden oasis staycation. Private, romantic with a staff that tries to accommodate you in every way. It even had an indoor pool which we didn’t use because of our hot tub and also a spa. What a dream that went beyond expectations. Market, great restaurants walking distance around hotel, perfect take out as well for picnics on the terrace.",5.0,,10,34,Sexiest boutique penthouse in Paris,Trip type: Travelled as a couple,"['#523 of 1,868 hotels in Paris']",['US$145 - US$365 (Based on Average Rates for a Standard Room) '],8,145,365,0,523,0
394,Hotel_Felicien_by_Elegancia-Paris_Ile_de_France,"Very nice and clean hotel. Our room was very nice and cosy. The view from the balcony was gorgeous. Staff  were always kind, friendly and helped us out with every request. Also they have a beautiful SPA. I recommend this hotel",5.0,"Cluj-Napoca, Romania",1,34,Very nice place,Trip type: Travelled with family,"['#523 of 1,868 hotels in Paris']",['US$145 - US$365 (Based on Average Rates for a Standard Room) '],1,145,365,0,523,0
395,Hotel_de_l_Abbaye_Saint_Germain-Paris_Ile_de_France,"The hotel l’abbaye is the quintessential charming small Hotel.  Close to everything in the middle of St Germain it’s also secluded and quiet with a lovely courtyard/garden.  My room was beautifully decorated, spotlessly clean and comfortable.  With wonderful products and a cozy robe and slippers in the bathroom.  The staff was so friendly and helpful with everything from printing out my tickets to the Louvre to arranging a nice tour of Versailles.  The food was yummy too. I can’t wait to go back! Michele DuMont",5.0,,1,44,This is the perfect Paris Hotel!,Trip type: Travelled with friends,"['#101 of 1,868 hotels in Paris']",['US$229 - US$406 (Based on Average Rates for a Standard Room) '],1,229,406,0,101,0
396,Hotel_de_l_Abbaye_Saint_Germain-Paris_Ile_de_France,Can not beat the location! The staff is FANTASTIC! Can't praise them enough. A beautiful comfortable (VERY CLEAN) hotel on a side street that is very quiet in the middle of Saint-Germain. It has a wonderful vibe. Looking forward to going back!,5.0,"Nitro, West Virginia",17,44,French comfort,,"['#101 of 1,868 hotels in Paris']",['US$229 - US$406 (Based on Average Rates for a Standard Room) '],332,229,406,0,101,0
397,Hotel_de_l_Abbaye_Saint_Germain-Paris_Ile_de_France,"We just spent a week here and absolutely loved our stay! My girlfriend recommended this Hotel and I can see why! We stayed in Room 302 and it is a Beautiful suite. The location is perfect and it is very quiet. The staff are amazing and can’t do enough for you. If you want a truly Parisian experience, I highly recommend the Hotel de l’Abbaye!",5.0,,3,44,J’adore Hôtel de l’Abbaye!,Trip type: Travelled as a couple,"['#101 of 1,868 hotels in Paris']",['US$229 - US$406 (Based on Average Rates for a Standard Room) '],6,229,406,0,101,0
398,Hotel_de_l_Abbaye_Saint_Germain-Paris_Ile_de_France,"Where to start—We just got back from Paris last night and I wanted to make sure I didn’t forget to review this property. It is an absolute gem and I would recommend it to anyone looking to stay in Saint Germaine. Even with the terrible weather and the transportation strikes in Paris, the hotel was absolutely wonderful and we would go back and stay there in a heartbeat. One of the highlights is its close proximity to everything. Walking distance from subway and great shopping (Bon Marche literally ten mins walking.) We booked one of the classic rooms and we had plenty of space for two very large bags and one large duffle. Bed was queen and very comfy. Ver quiet room overlooking a lovely courtyard. Something that we thought was a wonderful detail for the holiday was a quaint",5.0,"New York City, New York",14,44,"Amazing stay in the most charming, clean and sweet hotel.",Trip type: Travelled as a couple,"['#101 of 1,868 hotels in Paris']",['US$229 - US$406 (Based on Average Rates for a Standard Room) '],37,229,406,0,101,0
399,Hotel_de_l_Abbaye_Saint_Germain-Paris_Ile_de_France,"We spent a week at this lovely hotel with another couple.  We liked our rooms #15, 17 just up the stairs.  Nice garden with fountains and greenery where one could have drinks or breakfast. Staff was very helpful - especially Benjamin.  Our bartender was terrific.  Minor complaints:  room 15 lacked drawers - had to live out of our suitcase.  Also, the mattress was too soft for me to manage for a week - they replaced it without a fuss.  Continental breakfast included.",5.0,"San Jose, California",48,44,Great place - would return,,"['#101 of 1,868 hotels in Paris']",['US$229 - US$406 (Based on Average Rates for a Standard Room) '],98,229,406,0,101,0
400,Roi_de_Sicile_Rivoli-Paris_Ile_de_France,"I really, really enjoyed my stay, wonderful Aparthotel with very nice staff perfect furnished and decorated, very stilish, I recommend it! In the very Center of Paris, you can walk anywhere in few minutes to the main attractions of Paris",5.0,"Kitzbuhel, Austria",7,21,Amazing Paris,Trip type: Travelled on business,"['#489 of 1,868 hotels in Paris']",['US$232 - US$491 (Based on Average Rates for a Standard Room) '],4,232,491,0,489,0
401,Roi_de_Sicile_Rivoli-Paris_Ile_de_France,"I’ve stayed in all types of places. From shacks, literally, to some of the the Ritz Carlton best properties. And I’ll have to say that a great stay, just like human beings, is not based on perfection or luxury. Of course we all like space, fancy linens and all but at the end of the day, charm is what really counts. The Roi de Sicile is a rare combination of quality of service and charm. My room was very quiet, with a very nice bed, a totally renovated bathroom and fantastic internet speed(about 90 down and 100 upload!) Each room has cable connection available and a dedicated router. The grounds are all spotless. It all smells so good! The staff are all very helpful and friendly. I felt at home and wish to ga back very soon! Last but not least: the location is amazing too!",5.0,,10,21,Charming and excellent service,Trip type: Travelled on business,"['#489 of 1,868 hotels in Paris']",['US$232 - US$491 (Based on Average Rates for a Standard Room) '],5,232,491,0,489,0
402,Roi_de_Sicile_Rivoli-Paris_Ile_de_France,"What a beautiful hotel! We walked into a sparkling clean, well appointed flat overlooking the energetic streets of the Marais with a private balcony.  It is hard to imagine staying elsewhere. We have had amazing stays in Paris before (30+ times here along with living here at point), with the last being a Small Luxury Hotel (SLH). Roi de Sicile - Rivoli is definitely at the tp of the list. I highly recommend for any solo travelers, couples, or families.",5.0,"New York City, New York",61,21,Absolutely Amazing - Beyond Expectations,,"['#489 of 1,868 hotels in Paris']",['US$232 - US$491 (Based on Average Rates for a Standard Room) '],26,232,491,0,489,0
403,Roi_de_Sicile_Rivoli-Paris_Ile_de_France,"No reply to emails, no acknowledgement, nothing!  The only way to reserve a room was to pay a deposit in which they hounded me daily to pay although it stated no deposit was required! Deposit paid approx 10.02.2020 of £262.20  (My partner was in Australia therefore the room was booked so that I could cancel were plans to change)  The room was cancelled in plenty of time as per the t&c's.  I waited the 30 days to receive the payment and reminded the hotel.  I am still waiting on the refund of  £262.20  It has now been approx. 82 days since the 30 days elapsed.   No sign of an update of the whereabouts of my £262.20.  Truly and utterly disgusted by the shamefulness and greed of this Hotel.  Easy to take money, non-compliant when returning what isn't theirs.",1.0,,4,21,Deposit needs to be refunded!!!!,,"['#489 of 1,868 hotels in Paris']",['US$232 - US$491 (Based on Average Rates for a Standard Room) '],2,232,491,0,489,0
404,Roi_de_Sicile_Rivoli-Paris_Ile_de_France,"Booked for four days in Early March,had a lovely stay then Corona Closed Paris down, booked One bedroom apartment but was offered paid upgrade to 1 Bed and Loungeroom apartment which we took   Apartment was Larg, spotless, well equipped and Staff were fantastic,Little supermarket across the road for all your self catering needs,Close to Metro station and Bus stop directly opposite hotel,Plenty of bars and restaurants within walking distance SIrri (hotel Manager) was friendly,Knowledgable and a wonderful resource for our Paris Stay We will be back again and will definitely stay at Roi de Sicile again",5.0,SYDNEY,4,21,Great hotel Close to Major landmarks,,"['#489 of 1,868 hotels in Paris']",['US$232 - US$491 (Based on Average Rates for a Standard Room) '],4,232,491,0,489,0
405,Villa_Pantheon-Paris_Ile_de_France,Good value for your money. Not exceptional but above standard. Bed was clean and flat and not too soft. Bathroom was spacious enough. Bath and shower are really great. Shower was high enough (2 meters). We didn’t have breakfast (19 euro). There is a bakery across the street which serves breakfast for less money and far better choice (check out the sandwich italien).  The only really negative point is the lack of sockets. Modern rooms should have at least a socket at each side of the bed. Here there was one. We had to pull out the tv and the heater to have more sockets.,4.0,"Breda, The Netherlands",6,59,Good value for your money,Trip type: Travelled with family,"['#300 of 1,868 hotels in Paris']",['US$143 - US$451 (Based on Average Rates for a Standard Room) '],30,143,451,0,300,0
